0,1
1,0
2,0
3,0
4,0
5,0
6,1
7,1
8,1
9,0
10,1
11,1
12,0
13,1
14,1
15,0
16,1
17,0
18,0
19,1
20,1
21,1
22,1
23,0
24,1
25,0
26,0
27,1
28,1
29,1
30,1
31,0
32,1
33,1
34,0
35,0
36,0
37,0
38,1
39,0
40,1
41,1
42,0
43,0
44,1
45,0
46,0
47,1
48,1
49,0
50,1
51,1
52,1
53,1
54,1
55,1
56,0
57,0
58,0
59,0
60,1
61,1
62,1
63,1
64,1
65,0
66,0
67,1
68,0
69,0
70,0
71,0
72,0
73,1
74,0
75,1
76,1
77,0
78,1
79,0
80,1
81,1
82,1
83,1
84,1
85,0
86,1
87,1
88,1
89,1
90,0
91,1
92,0
93,1
94,0
95,1
96,0
97,0
98,1
99,1
100,1
101,1
102,1
103,0
104,0
105,0
106,1
107,1
108,0
109,1
110,1
111,0
112,0
113,0
114,0
115,1
116,0
117,1
118,0
119,1
120,1
121,1
122,1
123,0
124,1
125,1
126,1
127,1
128,0
129,0
130,1
131,1
132,0
133,0
134,0
135,0
136,1
137,1
138,0
139,0
140,0
141,1
142,1
143,1
144,1
145,1
146,1
147,0
148,1
149,0
150,0
151,0
152,0
153,1
154,0
155,0
156,1
157,1
158,1
159,1
160,0
161,0
162,1
163,1
164,0
165,0
166,1
167,1
168,0
169,0
170,1
171,0
172,0
173,1
174,1
175,1
176,1
177,0
178,1
179,0
180,1
181,1
182,1
183,1
184,0
185,0
186,1
187,1
188,1
189,1
190,0
191,1
192,0
193,0
194,1
195,0
196,0
197,1
198,0
199,1
200,1
201,0
202,1
203,1
204,1
205,1
206,1
207,1
208,1
209,1
210,0
211,0
212,0
213,0
214,1
215,1
216,1
217,1
218,1
219,1
220,1
221,0
222,0
223,1
224,1
225,1
226,1
227,1
228,1
229,0
230,0
231,0
232,1
233,1
234,1
235,0
236,1
237,0
238,1
239,0
240,0
241,1
242,1
243,1
244,1
245,1
246,1
247,1
248,1
249,1
250,1
251,1
252,0
253,0
254,1
255,1
256,1
257,0
258,1
259,0
260,1
261,0
262,0
263,0
264,0
265,1
266,1
267,1
268,1
269,0
270,1
271,1
272,0
273,0
274,1
275,1
276,1
277,1
278,1
279,1
280,1
281,1
282,1
283,1
284,0
285,1
286,1
287,1
288,0
289,1
290,1
291,1
292,1
293,1
294,0
295,1
296,1
297,0
298,0
299,0
300,1
301,1
302,0
303,1
304,0
305,1
306,1
307,0
308,1
309,0
310,1
311,1
312,0
313,0
314,0
315,1
316,0
317,1
318,0
319,1
320,0
321,1
322,1
323,1
324,1
325,1
326,1
327,1
328,1
329,0
330,0
331,0
332,1
333,0
334,1
335,1
336,1
337,1
338,1
339,0
340,0
341,1
342,0
343,1
344,1
345,1
346,1
347,1
348,0
349,0
350,1
351,1
352,1
353,1
354,1
355,1
356,1
357,1
358,1
359,1
360,1
361,0
362,1
363,0
364,1
365,1
366,1
367,1
368,1
369,1
370,1
371,1
372,1
373,0
374,1
375,1
376,1
377,1
378,1
379,0
380,1
381,1
382,1
383,1
384,0
385,1
386,1
387,1
388,1
389,0
390,1
391,1
392,0
393,1
394,1
395,0
396,1
397,0
398,1
399,1
400,1
401,1
402,1
403,1
404,1
405,1
406,1
407,1
408,1
409,1
410,1
411,0
412,1
413,0
414,0
415,1
416,1
417,1
418,0
419,0
420,1
421,1
422,0
423,1
424,1
425,0
426,1
427,1
428,1
429,0
430,0
431,0
432,1
433,0
434,0
435,1
436,1
437,0
438,1
439,0
440,1
441,1
442,0
443,1
444,1
445,1
446,0
447,0
448,1
449,1
450,0
451,1
452,1
453,1
454,0
455,1
456,0
457,1
458,0
459,1
460,1
461,0
462,0
463,1
464,0
465,0
466,1
467,1
468,0
469,1
470,1
471,1
472,1
473,0
474,0
475,0
476,1
477,1
478,1
479,1
480,0
481,0
482,0
483,1
484,1
485,1
486,1
487,1
488,1
489,1
490,1
491,1
492,0
493,1
494,1
495,1
496,1
497,1
498,1
499,0
500,0
501,0
502,1
503,0
504,1
505,0
506,1
507,0
508,1
509,1
510,1
511,0
512,1
513,1
514,1
515,1
516,1
517,0
518,1
519,1
520,1
521,0
522,1
523,1
524,1
525,0
526,1
527,0
528,0
529,1
530,0
531,1
532,1
533,0
534,0
535,1
536,0
537,0
538,0
539,1
540,0
541,0
542,0
543,1
544,1
545,0
546,0
547,1
548,0
549,0
550,1
551,0
552,1
553,1
554,0
555,0
556,0
557,1
558,0
559,1
560,1
561,1
562,1
563,0
564,1
565,0
566,1
567,1
568,1
569,1
570,0
571,1
572,1
573,1
574,0
575,0
576,1
577,1
578,1
579,1
580,0
581,0
582,1
583,1
584,1
585,1
586,0
587,1
588,0
589,1
590,0
591,1
592,1
593,1
594,1
595,1
596,1
597,1
598,0
599,1
600,1
601,0
602,1
603,0
604,1
605,1
606,1
607,0
608,1
609,1
610,0
611,0
612,1
613,1
614,1
615,1
616,1
617,1
618,1
619,1
620,1
621,0
622,1
623,0
624,1
625,0
626,0
627,0
628,0
629,1
630,0
631,1
632,1
633,1
634,1
635,0
636,0
637,1
638,1
639,1
640,1
641,1
642,1
643,1
644,1
645,1
646,0
647,0
648,0
649,0
650,1
651,1
652,1
653,1
654,0
655,1
656,1
657,0
658,1
659,0
660,0
661,1
662,1
663,0
664,1
665,1
666,1
667,0
668,1
669,0
670,1
671,0
672,0
673,0
674,0
675,0
676,0
677,1
678,1
679,0
680,0
681,0
682,1
683,1
684,0
685,1
686,0
687,1
688,1
689,1
690,1
691,0
692,0
693,1
694,1
695,1
696,0
697,0
698,1
699,1
700,1
701,1
702,1
703,1
704,0
705,0
706,1
707,1
708,1
709,0
710,0
711,0
712,0
713,1
714,1
715,1
716,1
717,0
718,0
719,1
720,0
721,0
722,0
723,1
724,1
725,0
726,1
727,0
728,1
729,1
730,1
731,0
732,1
733,0
734,0
735,1
736,1
737,0
738,1
739,1
740,0
741,0
742,0
743,0
744,0
745,0
746,1
747,1
748,0
749,1
750,0
751,1
752,1
753,0
754,1
755,0
756,1
757,1
758,1
759,0
760,0
761,1
762,0
763,0
764,1
765,1
766,1
767,1
768,0
769,1
770,0
771,0
772,0
773,1
774,1
775,0
776,1
777,0
778,1
779,0
780,0
781,0
782,1
783,0
784,1
785,1
786,0
787,0
788,1
789,1
790,1
791,0
792,1
793,0
794,1
795,1
796,1
797,1
798,0
799,1
800,1
801,0
802,1
803,1
804,1
805,1
806,1
807,1
808,1
809,1
810,1
811,1
812,1
813,1
814,1
815,1
816,0
817,1
818,1
819,1
820,1
821,0
822,1
823,1
824,0
825,1
826,1
827,1
828,1
829,1
830,0
831,0
832,1
833,1
834,0
835,1
836,1
837,1
838,1
839,1
840,1
841,1
842,0
843,0
844,0
845,1
846,0
847,1
848,1
849,0
850,1
851,0
852,1
853,0
854,1
855,1
856,0
857,1
858,1
859,0
860,1
861,0
862,0
863,1
864,1
865,0
866,1
867,1
868,0
869,1
870,1
871,0
872,1
873,1
874,0
875,0
876,1
877,1
878,0
879,0
880,1
881,1
882,1
883,1
884,1
885,0
886,0
887,0
888,1
889,0
890,1
891,1
892,0
893,0
894,1
895,0
896,0
897,1
898,1
899,1
900,1
901,0
902,1
903,1
904,1
905,0
906,0
907,1
908,0
909,0
910,0
911,0
912,0
913,0
914,0
915,0
916,0
917,1
918,0
919,0
920,1
921,0
922,1
923,1
924,1
925,1
926,0
927,1
928,0
929,0
930,0
931,0
932,1
933,0
934,0
935,1
936,1
937,0
938,0
939,1
940,1
941,1
942,0
943,1
944,1
945,1
946,0
947,0
948,0
949,1
950,0
951,0
952,1
953,0
954,1
955,1
956,1
957,0
958,1
959,1
960,0
961,1
962,1
963,1
964,1
965,0
966,1
967,0
968,1
969,0
970,1
971,1
972,0
973,1
974,0
975,0
976,0
977,1
978,0
979,1
980,1
981,1
982,1
983,0
984,0
985,0
986,1
987,1
988,0
989,1
990,1
991,0
992,0
993,1
994,1
995,1
996,0
997,1
998,0
999,0
1000,1
1001,1
1002,1
1003,0
1004,0
1005,0
1006,1
1007,0
1008,1
1009,0
1010,1
1011,1
1012,1
1013,1
1014,0
1015,0
1016,1
1017,1
1018,1
1019,1
1020,1
1021,0
1022,1
1023,0
1024,1
1025,1
1026,0
1027,1
1028,1
1029,1
1030,1
1031,1
1032,1
1033,0
1034,1
1035,0
1036,0
1037,0
1038,1
1039,0
1040,1
1041,0
1042,0
1043,1
1044,0
1045,0
1046,0
1047,1
1048,0
1049,0
1050,0
1051,1
1052,0
1053,0
1054,0
1055,1
1056,1
1057,1
1058,0
1059,1
1060,1
1061,1
1062,1
1063,1
1064,1
1065,0
1066,0
1067,0
1068,1
1069,1
1070,0
1071,1
1072,0
1073,1
1074,1
1075,1
1076,0
1077,1
1078,0
1079,0
1080,1
1081,0
1082,0
1083,0
1084,1
1085,1
1086,0
1087,0
1088,1
1089,1
1090,1
1091,1
1092,1
1093,1
1094,1
1095,1
1096,1
1097,1
1098,1
1099,1
1100,1
1101,0
1102,1
1103,0
1104,0
1105,1
1106,0
1107,0
1108,1
1109,0
1110,0
1111,0
1112,1
1113,1
1114,0
1115,1
1116,1
1117,0
1118,0
1119,1
1120,1
1121,1
1122,0
1123,1
1124,0
1125,1
1126,1
1127,0
1128,1
1129,1
1130,0
1131,1
1132,1
1133,1
1134,1
1135,0
1136,1
1137,0
1138,0
1139,1
1140,1
1141,1
1142,0
1143,1
1144,1
1145,0
1146,0
1147,1
1148,0
1149,1
1150,1
1151,1
1152,0
1153,1
1154,1
1155,0
1156,0
1157,1
1158,0
1159,1
1160,0
1161,1
1162,0
1163,1
1164,0
1165,0
1166,0
1167,1
1168,0
1169,1
1170,0
1171,1
1172,0
1173,1
1174,0
1175,0
1176,0
1177,0
1178,0
1179,1
1180,0
1181,0
1182,1
1183,1
1184,1
1185,1
1186,1
1187,1
1188,0
1189,1
1190,1
1191,1
1192,0
1193,1
1194,1
1195,1
1196,1
1197,1
1198,1
1199,1
1200,1
1201,0
1202,0
1203,1
1204,1
1205,1
1206,0
1207,1
1208,1
1209,0
1210,0
1211,0
1212,1
1213,0
1214,0
1215,0
1216,0
1217,1
1218,1
1219,0
1220,0
1221,1
1222,1
1223,0
1224,1
1225,0
1226,1
1227,1
1228,0
1229,1
1230,1
1231,1
